,5UTRlen,3UTRlen,CDSlen,mRNA_DW,Eff_DW,hl_RS,syn_RS,pro,tAI,TR,startWin_1_MEE,startWin_end_MEE,stopWin_1_MEE,stopWin_end_MEE,uORF,GC3,CDSminMFE,CDSmeanMFE,pAlen2
YBL005W,4.1271,6.832,7.9831,3.4029,-1.2699,1.6292,-1.4188,3.6636,0.37,-2.0219,-11.8,-12.9,-7.3,-7.4,-1.6094,-0.63006,-16.3,-6.774,38.4
YDR041W,2.0794,5.1417,6.4167,4.1321,0.033613,3.2847,-2.0326,3.885,0.37,-2.1698,-1.5,-1.5,-1.5,-6.3,-1.6094,-0.53493,-13.1,-8.2421,32
YPL236C,4.2767,5.3181,6.9985,2.9042,-0.61163,2.4069,-2.2073,4.3086,0.32,-1.8566,-8.1,-2.8,-9,2.6,0.18232,-0.61742,-13.2,-7.6314,30.9
YEL042W,5.3083,4.9767,7.3505,5.2406,-0.16447,2.4765,-0.63111,3.8067,0.43,-2.1542,-2,-0.2,-7.6,-4.4,-1.6094,-0.59274,-17,-7.932,33.1
YER126C,3.2581,4.9904,6.667,5.124,0.36524,2.3321,-0.40497,8.1402,0.5,-1.4863,-2.4,-2.4,-9.5,-4.7,-1.6094,-0.58182,-18,-7.896,41.8
YNL121C,3.8501,5.4638,7.5251,5.4991,-0.044411,2.4765,-0.42312,5.4323,0.49,-2.3056,-9,-9.8,-2.8,-2.4,-1.6094,-0.59582,-15.5,-6.6967,34.4
YHR117W,3.4657,4.5433,7.5601,4.4941,-0.49905,2.3888,-1.3744,5.3487,0.4,-2.2082,-10.2,-10.2,-11.7,-4,-1.6094,-0.50373,-24.3,-8.9152,29.4
YML059C,3.9703,4.9628,8.5252,3.9551,-0.97599,2.0541,-1.0788,4.3351,0.38,-2.5358,-5.6,9.7,-5.6,-1.1,-1.6094,-0.56491,-19.2,-8.1801,28.7
YKR045C,4.4308,4.7449,6.3135,3.3214,-0.058348,2.1748,-2.6311,4.0604,0.27,-1.7148,-8,-3.4,2.6,-8.2,-1.6094,-0.43824,-17.1,-9.0647,42.3
YER035W,2.3026,4.9127,6.0822,3.7317,0.56382,2.5726,-1.3943,4.9535,0.33,0.29914,-6.4,-6.4,-13.3,-4.9,-1.6094,-0.37302,-20.7,-9.7538,11.1
YPR128C,3.7842,4.5326,6.8947,4.3097,-0.39471,3.2884,-2.4534,4.1026,0.38,-2.1716,-5.2,0.2,-7.7,-5.7,-1.6094,-0.56996,-14.4,-8.3903,29.2
YKL156W,3.2581,5.3279,5.5175,7.0004,0.67924,2.5494,1.1023,8.027,0.5,-0.43649,0.4,0.4,-12.2,-3.3,-1.6094,-0.576,-15.8,-8.6,28.4
YMR134W,3.3673,3.2189,6.5709,3.6486,0.20497,3.7038,-2.3434,5.0999,0.35,-1.8091,-1.4,-1.4,-3.4,-3.4,-1.6094,-0.66091,-18,-7.45,39.3
YOR168W,3.3322,4.6728,7.7956,5.9283,-0.079763,2.5726,-0.046044,6.9061,0.47,-1.1329,-7.3,-7.3,-10.4,-5,-1.6094,-0.64776,-15.6,-8.3911,29.9
YMR043W,1.9459,5.8021,6.7581,4.393,0.17854,2.0919,-0.95192,4.8572,0.36,-1.1466,-5.4,-5.4,2.1,0,0.18232,-0.48253,-17,-7.0026,34.6
YER068W,4.4188,4.5433,7.4753,3.9637,0.15113,1.2238,-0.20334,5.794,0.38,-1.6342,3.3,-4.9,-7.3,-0.6,-1.6094,-0.62757,-16.7,-7.2211,33.2
YMR269W,3.4012,3.989,6.4552,2.0096,2.0038,2.2721,0.10165,4.9652,0.37,-1.9769,-4.5,-4.5,-7.9,-5.1,0.18232,-0.60305,-13.4,-5.365,29.1
YMR092C,3.434,4.2485,7.5219,5.1352,0.018949,2.6946,-1.1552,6.2729,0.41,-1.7702,-1.7,-2,-2.6,-2.6,-1.6094,-0.62656,-17.2,-9.6383,26.2
YDR424C,3.2189,3.7612,5.6312,4.9078,0.46517,3.8286,-2.0402,4.5109,0.41,-1.5896,-2.4,-2.4,-2.9,-4.2,-1.6094,-0.36525,-14.5,-9.575,28.1
YDR046C,4.4886,4.1589,7.5038,4.8276,-0.4171,2.1861,-0.060812,4.6603,0.4,-1.1584,-3.9,-10.8,0.1,-1,0.18232,-0.49137,-19.9,-9.3385,37.1
YDR316W,2.6391,4.3567,7.2556,3.121,-0.44758,2.1633,-1.7316,4.1325,0.38,-1.7862,-7.2,-7.2,-0.6,-8.1,-1.6094,-0.66374,-13,-6.2798,27
YDR479C,4.1109,4.4308,7.4176,3.2488,-0.6916,2.4423,-2.025,4.1026,0.33,-2.1128,-8.5,-7.4,-0.7,-4.4,-1.6094,-0.55472,-17.9,-8.237,33.2
YKL096W,3.7377,4.5539,6.5793,5.4054,0.56996,2.2618,-0.36241,4.7593,0.47,-1.643,0.22,0,-4.2,-2.3,-1.6094,-0.53703,-19.7,-10.236,29.9
YBL086C,3.6109,3.7136,7.2449,3.0554,-0.077338,2.1633,-1.6399,4.0604,0.36,-2.5195,-7.4,-7.1,-5.8,-7.3,-1.6094,-0.4865,-12.8,-7.3711,36.3
YFL041W,3.091,5.1533,7.5332,4.2833,-0.1888,2.5726,-1.5702,5.671,0.37,-2.0479,-14.2,-14.2,0,-0.9,-1.6094,-0.51962,-16.9,-9.3672,33.9
YJL168C,4.5218,5.2983,7.6971,3.9786,-0.35023,1.7228,-1.0441,4.7362,0.38,-2.0675,-7.2,-9,-3.5,-8.3,-1.6094,-0.55476,-17.7,-7.1819,38.4
YDR145W,4.0604,4.7875,7.3902,4.3362,-0.20156,2.0669,-0.86038,4.8777,0.37,-1.1444,-8.7,-3.8,-0.8,-2.7,-1.6094,-0.60843,-16.4,-7.5346,27.5
YNL325C,5.8579,3.6636,7.8785,2.9074,-0.75569,2.0281,-2.0557,3.8712,0.37,-2.8268,-1.4,-8.7,-0.5,-1.9,-1.6094,-0.67287,-17.2,-7.5121,34.4
YPL020C,4.6821,4.4427,7.5316,3.5074,-0.76009,1.9601,-1.0498,4.0943,0.38,-2.4604,-8.3,-2.1,-4.3,-3.2,-1.6094,-0.68247,-17.6,-6.1984,34.5
YKL130C,3.8918,4.92,6.608,4.0469,0.099559,3.5351,-2.4534,4.9369,0.37,-1.1008,-2.3,-2.5,-13,-11.1,-1.6094,-0.52171,-16.9,-8.4913,35.8
YGL233W,3.8286,4.1589,7.9132,4.1312,-0.99089,2.1041,-1.0051,4.5574,0.4,-2.5849,-13.2,-9.6,-8.3,-4.9,-1.6094,-0.63482,-14.2,-6.7689,35.6
YLR319C,4.2485,5.204,7.7694,3.5528,-0.44774,1.9879,-1.6195,4.4582,0.38,-2.4236,-10,-5.7,-7.1,-6.4,-1.6094,-0.61201,-19.3,-8.1532,34.2
YDR295C,5.5683,4.3944,7.6133,3.4538,-0.41261,2.1972,-1.8905,4.585,0.35,-2.3805,-3.6,-0.7,-2,-5.7,-1.6094,-0.55027,-15.8,-7.0733,31.2
YIL153W,3.0445,3.7842,7.075,3.7276,-0.66283,2.5177,-1.8839,4.4427,0.31,-2.3687,-9.5,-9.5,-3.4,-2.8,-1.6094,-0.2323,-22.9,-11.889,33.3
YJL217W,1.9459,4.7185,6.3919,5.9526,0.24746,3.8836,-1.9519,4.6666,0.38,-1.5611,-3.3,-3.3,-5.5,-4.7,-1.6094,-0.70283,-15.6,-10.533,24.9
YLR399C,3.8067,4.5433,7.6309,5.1211,-0.46829,2.0669,-0.2408,6.3941,0.37,-0.74866,-8.6,-8.7,-4.2,-9.6,-1.6094,-0.5002,-19.6,-8.5693,28.2
YAL011W,1.3863,4.5643,7.538,2.8565,-0.50509,1.8718,-1.2837,4.2836,0.37,-2.2018,-1.9,-1.9,-13.6,-2,-1.6094,-0.48068,-20.2,-7.582,39.1
YBR179C,4.1589,4.1897,7.8509,3.6344,-0.54429,1.9315,-1.575,4.0604,0.38,-2.6078,-6.1,-7.9,-5.8,4.83,-1.6094,-0.63091,-21.2,-7.3363,31
YPL155C,3.6889,6.0379,7.6596,3.2847,-0.52339,1.9879,-2.1286,4.0073,0.34,-2.1884,-4.8,-1.3,-18.2,0.1,-1.6094,-0.4987,-17.3,-8.3609,32.2
YJR097W,4.1431,4.8752,6.2519,3.4025,0.27983,1.2809,-1.1809,4.7791,0.36,-2.9206,-11.7,-4,0,-3.8,-1.6094,-0.66875,-11.3,-6.9313,29.1
YPL100W,3.9703,3.8067,7.3072,3.3351,-0.17212,2.6319,-2.1286,4.0431,0.34,-2.398,0.7,-7.6,-2.9,-10.4,-1.6094,-0.6527,-17.8,-8.4063,33.7
YLR257W,5.3181,4.5539,6.8732,5.2668,0.12953,2.0794,0.45489,7.5792,0.39,-0.4441,-6.4,-11.3,-5.3,-0.1,0.18232,-0.52887,-14.4,-7.7948,32.3
YIL077C,2.4849,4.8903,6.8701,3.0625,-0.47319,2.3979,-2.0557,4.1821,0.39,-2.1542,-9.6,-9.6,-13.2,-8.4,0.18232,-0.50072,-17.6,-9.6645,45.3
YLR450W,5.2095,4.4067,8.0513,4.1957,-0.76042,2.1972,-1.1301,5.0541,0.38,-2.2018,-3.4,-4.5,1.6,8.4,-1.6094,-0.60127,-18.3,-8.5774,34.8
YIL095W,5.0814,4.2341,7.7969,3.16,-0.45861,1.361,-1.0936,4.3241,0.37,-2.8456,-2.6,0.2,-6.2,-2.1,-1.6094,-0.70932,-16.3,-6.9684,32.1
YNL084C,3.9703,4.3438,6.9565,4.7793,0.10207,2.7147,-0.89894,5.4352,0.41,-2.3248,-8,-7.3,-0.3,-1,-1.6094,-0.62135,-16,-6.9912,32.2
YGL066W,5.1648,5.6802,7.5878,3.3222,0.003601,1.7579,-1.1616,4.8013,0.36,-2.0747,-2.4,-8.6,-7.9,-8.2,-1.6094,-0.58349,-21.1,-6.9813,36.4
YOR051C,3.7136,5.1761,7.1221,4.8773,-0.068569,2.8332,-0.92382,5.5543,0.43,-1.878,-5.7,-4.3,-6.5,-6.2,-1.6094,-0.62568,-19.3,-8.0525,31.3
YBR287W,3.4965,4.7005,7.1577,4.6114,-0.54558,2.4336,-1.0106,4.8283,0.39,-1.37,-6.4,-6.4,-9.5,-0.3,-1.6094,-0.51496,-19.4,-8.5634,43.7
YER174C,4.852,4.4998,6.5999,4.0893,-0.18112,3.5863,-2.5383,3.9703,0.38,-2.2046,-7.8,-12.7,-5.6,-10.6,-1.6094,-0.65535,-14.7,-8.5609,12.7
YLR168C,2.9957,4.8283,6.541,3.8427,-0.78397,2.1041,-0.96496,4.8978,0.4,-1.7093,-10.3,-10.3,-3.1,-5,-1.6094,-0.52552,-13.7,-7.9136,32.5
YNL300W,4.5218,5.5413,5.7333,4.8007,0.97858,1.6864,0.93844,5.9755,0.46,-2.3936,-1.2,-2.5,-11.8,3.7,-1.6094,-0.43857,-20,-8.5556,33.4
YDR168W,3.6889,4.3307,7.3271,5.0329,0.23751,2.5014,-0.72567,5.8796,0.43,-1.7204,-5.4,-3.3,-6.4,-4.1,-1.6094,-0.58432,-14.1,-7.7265,24.7
YCR002C,3.7842,4.1744,6.8763,4.772,0.18387,3.3464,-1.4784,6.0299,0.41,-2.1054,-5,-2.4,-13,-9.5,-1.6094,-0.70289,-12,-7.1419,30.6
YLR033W,3.9703,5.1591,7.3192,4.0073,-0.18261,2.0794,-0.89404,5.3423,0.37,-2.1481,-7.8,-4.6,-4,-11.8,-1.6094,-0.67584,-12.9,-5.9551,32.9
YLR088W,3.4657,5.2204,7.5202,4.3494,-0.37908,2.6532,-1.6399,4.3694,0.35,-2.6146,-3.1,1.49,-1.2,0.9,-1.6094,-0.63467,-18.4,-7.7,33.3
YFL008W,3.7136,4.5326,8.2101,3.9897,-0.57397,1.8563,-1.2107,4.7791,0.42,-2.4546,-9.6,-10.3,-4.7,-2.8,-1.6094,-0.59638,-18.5,-6.7488,30.8
YDR217C,4.0943,3.8067,8.2764,3.581,-0.79848,1.4586,-0.8916,4.1431,0.34,-2.6353,-4.2,-1.58,-3.1,-6.3,-1.6094,-0.66584,-15.3,-6.73,31.5
YPL163C,3.091,5.5645,6.6631,4.658,0.61238,1.6864,0.93727,3.8501,0.39,-1.9885,-4.3,-4.3,-8.9,-0.8,-1.6094,-0.5523,-15.3,-6.7456,36.3
YBL052C,5.1358,4.2905,7.8224,3.6628,-1.9294,2.1163,-1.2553,3.6889,0.36,-2.249,-4.9,0.2,-4.5,-3.7,0.78846,-0.6742,-17.1,-6.611,33
YPR161C,4.3307,4.5109,7.5878,4.022,-0.31058,1.9169,-1.3205,4.8013,0.35,-1.7952,-8,-4.2,-3.7,-10.3,-1.6094,-0.62805,-20.2,-7.8812,33.7
YOR291W,4.9628,4.1589,8.3937,3.7626,-0.99942,2.1518,-1.2174,4.4582,0.35,-2.8018,-3.7,-7.2,-4.1,-3,-1.6094,-0.61939,-16.9,-8.2836,26.4
YKL117W,3.6636,4.9972,6.4785,5.9698,1.0083,3.5639,0.051643,7.3667,0.49,-1.1366,-0.7,0,-7.4,4,-1.6094,-0.66196,-16.8,-7.965,28.1
YMR059W,3.091,4.625,5.9584,3.1872,-0.090697,3.8459,-3.2968,3.9797,0.31,-1.8528,-5.3,-5.3,0.48,-6.5,-1.6094,-0.55122,-13.8,-6.5636,35.8
YHR190W,3.8918,4.585,7.1967,5.3625,0.19763,2.7147,-0.5727,3.8286,0.46,-1.6089,-3.6,-2.2,-5.3,-5.5,-1.6094,-0.37793,-18.3,-8.1767,27
YKR002W,5.323,4.3175,7.4425,4.003,-0.20142,2.2618,-1.3903,5.1855,0.38,-2.4418,-6.5,-3.5,-4.5,-2.7,-1.6094,-0.62573,-17.8,-7.8818,39
YDR279W,4.2047,3.4657,6.9594,3.5231,-0.34632,2.5572,-2.2256,3.989,0.36,-1.9078,-13,4.3,-4.1,-2.9,-1.6094,-0.65012,-13.8,-6.7168,31.9
YDL099W,3.989,4.4659,6.9334,4.0305,0.43677,2.2407,0.23586,5.4403,0.43,-1.3696,-3.5,-6.8,-3.9,-4.9,-1.6094,-0.65012,-15.8,-6.297,37.6
YBR130C,4.0775,4.7274,7.1531,4.3691,-0.49019,2.0919,-0.98886,5.2592,0.38,-2.0557,-7.1,-8.6,-10,-7.9,-1.6094,-0.57228,-12.5,-5.7634,35.1
YDR463W,3.3322,5.3083,7.3524,4.1853,0.033521,2.1041,-1.1239,3.8501,0.38,-2.0612,-4.9,-4.9,-2,-3.9,-1.6094,-0.50413,-14.1,-7.886,32
YFR031C,3.2581,3.9318,8.1642,3.4462,-1.0676,1.7579,-0.9113,4.5053,0.37,-2.2127,-12.7,-12.7,2.5,3.8,-1.6094,-0.60273,-17.1,-7.075,31.4
YDR068W,3.6889,4.2485,6.8384,4.0596,0.077823,2.2407,-1.0189,5.2435,0.42,-1.8865,-10.7,-4.3,-5.1,-5.3,-1.6094,-0.56551,-14.7,-6.2333,35.7
YJR110W,4.9488,4.9273,7.6339,3.1583,-0.97899,2.0669,-1.7093,4.313,0.38,-2.7839,-3.8,-7.2,-8,-3.9,-1.6094,-0.58465,-16.9,-7.3194,33.5
YNR015W,1.9459,4.5951,7.0519,3.9929,-0.33213,2.2721,-1.3318,4.9175,0.38,-2.0557,-12.9,-12.9,-2.3,-5.1,-1.6094,-0.33056,-19.2,-10.043,32.4
YLR350W,3.8501,4.585,6.4785,4.0701,0.57338,2.0541,-0.25489,4.823,0.32,-1.0396,0,0,-12.7,-13.9,-1.6094,-0.25037,-20.3,-9.01,39.8
YKL055C,3.5553,5.2781,6.7298,2.6383,-0.39127,2.3514,-3.5405,4.0073,0.36,-1.8307,-10,-3.6,-4.2,-5.2,-1.6094,-0.53359,-17.4,-8.7308,31.8
YDL164C,3.912,5.0876,7.7267,3.6861,-0.24155,2.1972,-1.3548,4.9605,0.39,-2.2519,-4.9,-10.1,-4.6,4.6,-1.6094,-0.55357,-16.4,-8.5311,18.4
YJR050W,2.3979,5.5872,6.5624,3.5485,0.055671,2.1163,-1.6246,4.1744,0.33,-1.4802,-6.5,-6.5,-4.5,-5.7,-1.6094,-0.53281,-14,-7.7773,36.6
YNL006W,2.3026,5.8464,6.8156,4.2322,-0.46153,2.3224,-1.4355,3.9512,0.37,-1.3871,-9.4,-9.4,-7.9,-7.8,-1.6094,-0.60294,-17.2,-9.1552,33.9
YGL210W,2.9957,4.654,6.5058,4.0466,0.17089,2.5726,-1.4524,5.441,0.39,-1.9769,-1.8,-1.8,-8.2,-0.2,-1.6094,-0.47942,-14.5,-8.5905,34.9
YPL194W,3.2189,5.4205,7.517,3.0778,-0.98344,2.1041,-2.273,4.0073,0.36,-2.5575,-7.5,-7.5,-3.9,-1.7,-1.6094,-0.56432,-15,-7.4967,41.2
YJR136C,2.1972,4.5539,7.1436,3.1162,-0.64639,2.5494,-2.2443,3.9797,0.31,-2.4817,-6.3,-6.3,-1.4,-6.2,-1.6094,-0.55355,-15.9,-7.7668,34.6
YGL164C,2.3026,4.4543,7.1877,3.1938,0.080737,2.1041,-1.3168,4.5397,0.37,-2.7303,-9.6,-9.6,-8.8,-14.2,-1.6094,-0.54702,-12.8,-5.8581,40
YML108W,4.0943,5.2933,5.7621,4.4184,0.11079,3.4308,-2.386,4.8122,0.43,-2.1946,-3.8,-8.3,-10,-3.6,0.18232,-0.58596,-11.2,-6.5222,34.3
YCL010C,2.9444,4.5643,6.6593,4.2393,-0.7159,2.2925,-1.6503,4.8468,0.32,-1.3638,-11.9,-11.9,-7.8,-9.4,-1.6094,-0.40711,-21.3,-9.7083,43.9
YGR189C,4.3438,4.7791,7.3291,5.4609,0.34908,2.0919,0.53298,4.4026,0.42,-1.4242,-3.5,-4,-4.6,0,0.78846,-0.58562,-19.2,-8.2082,34.2
YOR332W,3.434,4.2341,6.5539,6.7213,0.68504,4.1352,-0.77219,7.5321,0.49,-1.5187,0,2.9,-5.4,9.3,-1.6094,-0.28402,-14.3,-8.8318,33.3
YIR003W,2.5649,4.2341,7.6207,3.9324,-0.064134,2.1633,-1.5896,5.0283,0.38,-1.5941,-7.7,-7.7,-1.6,0,-1.6094,-0.60783,-17.5,-8.3106,37.5
YOR363C,4.1589,5.8319,8.0034,2.887,-1.2836,1.8405,-1.7373,3.989,0.36,-2.0851,-6.9,-5.2,-11.5,-10.8,-1.6094,-0.50768,-17,-7.6147,41.9
YGL145W,4.0254,4.8675,7.6525,3.505,-0.29937,1.9315,-1.047,4.3351,0.4,-2.5121,6.6,-5.5,-6,0,-1.6094,-0.58412,-12.6,-6.6391,32.4
YDR511W,3.8067,4.4067,5.9965,4.0031,0.28361,3.5115,-2.6037,4.1589,0.34,-1.7638,-2.4,5.1,-9.7,-1.1,-1.6094,-0.36225,-23,-9.3,29.3
YMR250W,3.7612,4.7095,7.4719,3.7511,-0.28354,2.3795,-1.8326,3.6636,0.4,-2.9132,-3.8,-6.8,-6,-3.1,-1.6094,-0.52242,-20.2,-10.465,29.5
YEL015W,3.4965,3.9703,7.4122,4.2502,-0.027031,2.0281,-0.81645,5.273,0.4,-1.9338,-6.3,-4.3,-6.2,-3.3,-1.6094,-0.60599,-19.4,-7.5222,40.2
YER124C,3.6636,5.8777,7.4512,5.4827,-0.32858,2.0541,-0.31745,3.912,0.36,0.11947,6.5,-7.2,-7.1,-8.4,-1.6094,-0.66131,-17.9,-7.2036,42.1
YGL167C,5.9269,5.0814,7.9561,5.0666,-0.7091,2.0149,-0.38713,6.0661,0.41,-2.0062,-0.4,-1.1,-0.4,-9.2,0.18232,-0.65214,-16.5,-8.5841,33.6
YDR236C,3.1781,4.6913,6.4877,3.6297,-0.34875,3.2658,-2.1203,4.1325,0.35,-2.7076,-7.7,-7.7,-4,-4.9,-1.6094,-0.64141,-16.3,-8.78,31.5
YLL010C,5.4848,5.4553,7.1577,3.9771,-0.10544,1.411,-0.4684,4.8363,0.32,-1.4163,-9.5,-1.8,-8.8,4.8,-1.6094,-0.54674,-14,-6.7463,43.4
YJR077C,3.2189,5.5373,6.8416,5.5005,0.11709,2.5494,0.090754,6.5386,0.5,-1.6576,-7.4,-7.4,-6.9,-5.6,-1.6094,-0.32309,-19.7,-12.147,31.5
YDL112W,4.0073,4.6821,8.3689,4.4333,-0.62266,1.9601,-0.83011,4.879,0.38,-1.8951,-6.6,-3.6,-0.4,3.8,-1.6094,-0.56334,-14.2,-7.0651,31.6
YBR002C,2.7081,4.7449,6.7581,3.9735,-0.27714,1.5041,-0.64055,5.7236,0.36,-1.6414,-9.5,-9.5,-4.6,-1.2,-1.6094,-0.46574,-15.7,-9.1222,35.2
YKL154W,4.382,4.1589,6.5999,4.5581,-0.12358,3.0007,-1.5006,5.7699,0.4,-2.4604,-6.5,0.7,4.6,-2.2,-1.6094,-0.66324,-12.7,-7.2609,31.5
YLR121C,4.6347,4.9628,7.3311,2.5855,-0.25628,2.2192,-1.4872,3.902,0.37,-1.3123,-8.1,-8.9,-0.8,-11.1,-1.6094,-0.28436,-22.1,-10.378,26.7
YML075C,4.3438,4.6913,8.0599,4.4347,-0.75062,1.9741,-0.44942,5.7004,0.41,-2.1439,-2.9,-7.2,1.5,-2.6,-1.6094,-0.63153,-18.7,-8.3549,34.1
YLR052W,1.7918,4.7005,6.6241,4.1646,-0.23028,2.0015,-0.83471,5.1533,0.4,-1.617,-8.5,-8.5,-5.6,-2.7,-1.6094,-0.51248,-13.1,-6.6958,31.4
YBL033C,3.2958,4.2047,6.9451,3.8457,0.25366,2.2721,-0.82098,5.955,0.34,-1.3963,3.6,3.6,-2.6,-6.6,-1.6094,-0.39853,-18.4,-11.324,33.1
YKL189W,4.3694,4.8978,7.0901,3.0194,-0.026721,2.7344,-1.9519,4.0943,0.37,-2.87,-1.7,-10.1,-4.5,-1.9,-1.6094,-0.57332,-15.8,-7.4895,35.2
YKL094W,2.0794,4.4773,6.848,4.8029,-0.20684,2.5416,-1.0642,5.5935,0.39,-1.3756,-5.8,-5.8,-1.2,3.9,-1.6094,-0.44492,-19.4,-9.8233,34.2
YER080W,2.9444,4.585,7.5412,4.8638,-0.21677,2.5257,-1.2588,4.9393,0.43,-2.1559,-10.9,-10.9,-2,-6.4,-1.6094,-0.57474,-14.6,-6.7,28.8
YPL179W,5.0304,5.5175,7.4085,4.3589,-0.90795,1.7228,0.088926,3.7842,0.37,-1.712,-5.6,-2.4,-14.4,-1.4,0.18232,-0.63058,-15.2,-7.1623,44.6
YJL060W,2.8332,4.5643,7.1967,4.2172,-0.072748,2.3026,-1.0441,5.0391,0.43,-3.3439,0.2,0.2,-4.3,-5.5,-1.6094,-0.60112,-14.7,-8.1744,31.5
YNL327W,3.091,4.7622,8.0475,5.5194,-0.11158,0.83291,1.8189,5.5772,0.36,0.35732,-2.4,-2.4,5.1,-4,-1.6094,-0.70168,-18.7,-7.1052,31.2
YBR279W,3.3322,4.7622,7.1989,4.3507,-0.079151,2.0541,-0.48776,5.355,0.43,-1.6869,-8.5,-8.5,-3.3,-1.6,-1.6094,-0.55071,-12.3,-6.5395,33.2
YBR151W,4.9836,4.8598,6.8575,4.7538,-0.33332,2.6741,-1.1147,5.0731,0.36,-2.0875,-4.7,-7.4,-10,-0.8,-1.6094,-0.63018,-14.2,-8.0433,29.2
YGL231C,2.9444,4.2341,6.3509,4.8934,0.20603,3.0301,-0.75929,4.7999,0.36,-2.4418,-5.1,-5.1,-5.4,-0.4,-1.6094,-0.65683,-16.7,-7.6278,28.7
YDR297W,3.091,5.0876,6.9565,4.9419,-0.17278,2.8273,-0.39899,5.5671,0.42,-0.96391,-4.2,-4.2,-6.4,-7.9,-1.6094,-0.39399,-15,-9.0576,35.5
YBL024W,3.1355,4.7791,7.628,5.1464,0.02142,2.4069,-0.86275,6.7417,0.46,-1.2848,-2.7,-2.7,-2.3,-8.9,-1.6094,-0.65386,-16.1,-8.6522,30.1
YOR275C,1.9459,4.8828,7.5939,3.7533,-1.1937,2.2925,-1.5606,4.4427,0.36,-2.601,-6.4,-6.4,-3.6,-5.4,-1.6094,-0.61226,-18.2,-7.26,35.7
YNL264C,1.0986,4.9836,6.9594,4.1273,-0.18397,2.6878,-1.8643,4.2244,0.39,-2.275,-8.6,-8.6,-2.2,-6.2,-1.6094,-0.56139,-17.9,-8.7912,39.5
YLR324W,4.2047,4.7095,7.3601,3.8924,-0.31281,2.3026,-1.5512,4.1897,0.36,-2.7031,-2.5,-9.6,-7.4,6.8,-1.6094,-0.49991,-14.3,-9.2314,33.7
YFR010W,3.5553,4.4998,7.3132,4.8833,0.14424,2.8332,-1.2801,4.382,0.43,-1.7087,-1.9,-7.6,-7.3,-1.4,-1.6094,-0.65268,-15.4,-7.3688,30.4
YNL048W,2.8904,4.5951,7.4067,3.9495,-0.4973,2.6946,-1.8264,4.5053,0.39,-2.7031,-6.9,-6.9,-11,0,-1.6094,-0.5892,-12.6,-7.8717,37.7
YGL127C,3.2189,4.9488,5.9506,3.972,0.024927,2.1748,-1.3509,4.9605,0.33,-2.0859,-4.6,-4.6,-2.5,-14.4,-1.6094,-0.24539,-16.4,-9.3818,35.1
YLR166C,3.5553,3.8067,7.8694,3.9574,-0.68288,3.0253,-2.0956,4.92,0.41,-2.837,-7.2,-7.5,2.9,-5.3,-1.6094,-0.62982,-14.5,-6.6023,38.7
YEL009C,6.3456,4.5539,6.7405,6.7958,-3.4722,2.6027,0.59609,4.5433,0.45,0.30976,-2.3,0,-8.2,-5.6,1.8245,-0.65694,-15.9,-8.547,33.2
YDR498C,3.5264,4.2905,7.0493,3.4657,-0.39443,2.1972,-1.7316,4.1744,0.35,-1.9856,-9.9,-13.4,-5.7,2.1,-1.6094,-0.43142,-14.4,-7.6081,35.4
YKR055W,3.4965,5.7071,6.7754,3.1502,0.14826,2.2721,-2.4079,3.9703,0.31,-3.0283,-7.5,-3.9,-5.9,0,-1.6094,-0.65231,-19.2,-7.8821,36.9
YIR035C,2.9444,4.1897,6.6399,3.946,-0.12154,3.4436,-2.3434,3.8286,0.45,-0.66456,-5.9,-5.9,-11.4,-8.2,-1.6094,-0.27286,-23.9,-12.183,9.5
YDR211W,3.1355,5.1417,7.6681,5.0392,-0.48188,2.2925,-0.80968,5.9489,0.43,-1.599,-5.3,-5.3,-12.6,-5.5,-1.6094,-0.60975,-16.6,-8.3271,29.3
YNL306W,3.1355,4.4998,6.4831,4.9871,-0.089478,2.4069,-0.63488,3.8712,0.37,-2.1848,-1.7,-1.7,5.3,-5.5,-1.6094,-0.44912,-17.4,-9.725,30.3
YOR297C,3.2189,4.8598,6.3613,3.7686,-0.030707,3.6687,-2.3539,3.8712,0.34,-2.6353,-5.8,-5.8,-4.5,-5.8,-1.6094,-0.624,-11.2,-6.8,40
YHR196W,2.0794,3.8712,7.4547,4.6344,-0.31575,2.6878,-0.83933,6.083,0.42,-0.72155,-10.8,-10.8,-1.3,-1.4,-1.6094,-0.70481,-14.2,-7.2839,38.8
YML092C,2.9957,4.5951,6.6241,5.3985,0.34022,2.7726,-0.21443,7.0862,0.37,-1.5455,1.8,1.8,-4.3,-4.2,-1.6094,-0.60291,-22,-10.492,31
YML025C,3.7136,4.6634,6.7581,3.7815,0.076953,2.1633,-1.214,5.052,0.4,-1.8189,7.1,-4,-5.6,-3.9,-1.6094,-0.57101,-14.4,-7.9,36.5
YLR100W,3.2958,4.3694,6.9508,5.4376,-0.028323,3.054,-0.78746,5.8712,0.38,-1.4309,-1.4,-1.4,-3.7,-13.1,0.18232,-0.38562,-16.9,-9.7788,32.8
YBR167C,3.7842,4.2767,6.0474,3.4871,0.18263,3.1527,-2.3228,3.912,0.38,-2.5145,-0.9,-5.6,-10.5,-5.7,-1.6094,-0.72048,-12.8,-5.89,32.6
YNL168C,2.8904,5.0499,6.6593,4.6235,-0.009966,2.9704,-2.0557,4.8336,0.4,-1.8728,-3.2,-3.2,-9.7,-12.1,-1.6094,-0.49147,-17.4,-9.2667,27.6
