,5UTRlen,3UTRlen,CDSlen,mRNA_DW,Eff_DW,hl_JC_RZ,syn_JC_RZ,pro,tAI,TR,startWin_1_MEE,startWin_end_MEE,stopWin_1_MEE,stopWin_end_MEE,uORF,GC3,CDSminMFE,CDSmeanMFE,pAlen2
YBR130C,4.0775,4.7274,7.1531,4.3691,-0.49019,1.775,1.6318,5.2592,0.38,-2.0557,-7.1,-8.6,-10,-7.9,-1.6094,-0.58066,-12.5,-5.7634,35.1
YDR463W,3.3322,5.3083,7.3524,4.1853,0.033521,1.8718,1.6256,3.8501,0.38,-2.0612,-4.9,-4.9,-2,-3.9,-1.6094,-0.51195,-14.1,-7.886,32
YFR031C,3.2581,3.9318,8.1642,3.4462,-1.0676,1.4816,1.145,4.5053,0.37,-2.2127,-12.7,-12.7,2.5,3.8,-1.6094,-0.61136,-17.1,-7.075,31.4
YDR068W,3.6889,4.2485,6.8384,4.0596,0.077823,1.775,1.4733,5.2435,0.42,-1.8865,-10.7,-4.3,-5.1,-5.3,-1.6094,-0.57383,-14.7,-6.2333,35.7
YJR110W,4.9488,4.9273,7.6339,3.1583,-0.97899,1.2528,1.438,4.313,0.38,-2.7839,-3.8,-7.2,-8,-3.9,-1.6094,-0.59313,-16.9,-7.3194,33.5
YNR015W,1.9459,4.5951,7.0519,3.9929,-0.33213,1.1632,1.7737,4.9175,0.38,-2.0557,-12.9,-12.9,-2.3,-5.1,-1.6094,-0.33714,-19.2,-10.043,32.4
YLR350W,3.8501,4.585,6.4785,4.0701,0.57338,2.6247,1.1693,4.823,0.32,-1.0396,0,0,-12.7,-13.9,-1.6094,-0.25644,-20.3,-9.01,39.8
YKL055C,3.5553,5.2781,6.7298,2.6383,-0.39127,1.2809,1.0015,4.0073,0.36,-1.8307,-10,-3.6,-4.2,-5.2,-1.6094,-0.54164,-17.4,-8.7308,31.8
YDL164C,3.912,5.0876,7.7267,3.6861,-0.24155,2.5572,0.16542,4.9605,0.39,-2.2519,-4.9,-10.1,-4.6,4.6,-1.6094,-0.56179,-16.4,-8.5311,18.4
YJR050W,2.3979,5.5872,6.5624,3.5485,0.055671,1.5476,1.1494,4.1744,0.33,-1.4802,-6.5,-6.5,-4.5,-5.7,-1.6094,-0.54086,-14,-7.7773,36.6
YGL210W,2.9957,4.654,6.5058,4.0466,0.17089,1.6864,1.9041,5.441,0.39,-1.9769,-1.8,-1.8,-8.2,-0.2,-1.6094,-0.48705,-14.5,-8.5905,34.9
YJR136C,2.1972,4.5539,7.1436,3.1162,-0.64639,0.95551,1.6539,3.9797,0.31,-2.4817,-6.3,-6.3,-1.4,-6.2,-1.6094,-0.56177,-15.9,-7.7668,34.6
YML108W,4.0943,5.2933,5.7621,4.4184,0.11079,1.2238,2.4187,4.8122,0.43,-2.1946,-3.8,-8.3,-10,-3.6,0.18232,-0.59445,-11.2,-6.5222,34.3
YCL010C,2.9444,4.5643,6.6593,4.2393,-0.7159,2.2721,0.81693,4.8468,0.32,-1.3638,-11.9,-11.9,-7.8,-9.4,-1.6094,-0.41421,-21.3,-9.7083,43.9
YGR189C,4.3438,4.7791,7.3291,5.4609,0.34908,2.0149,3.0557,4.4026,0.42,-1.4242,-3.5,-4,-4.6,0,0.78846,-0.59411,-19.2,-8.2082,34.2
YIR003W,2.5649,4.2341,7.6207,3.9324,-0.064134,2.8094,0.36965,5.0283,0.38,-1.5941,-7.7,-7.7,-1.6,0,-1.6094,-0.61651,-17.5,-8.3106,37.5
YOR363C,4.1589,5.8319,8.0034,2.887,-1.2836,2.1282,0.34021,3.989,0.36,-2.0851,-6.9,-5.2,-11.5,-10.8,-1.6094,-0.51553,-17,-7.6147,41.9
YBL007C,3.7612,4.1589,8.2255,5.2579,-0.40614,3.4751,0.46303,6.0928,0.42,-1.7527,0.7,-5,-5.8,-5.5,-1.6094,-0.59746,-20.4,-9.0707,28.6
YGL145W,4.0254,4.8675,7.6525,3.505,-0.29937,1.4351,1.378,4.3351,0.4,-2.5121,6.6,-5.5,-6,0,-1.6094,-0.5926,-12.6,-6.6391,32.4
YDR511W,3.8067,4.4067,5.9965,4.0031,0.28361,2.0281,2.2677,4.1589,0.34,-1.7638,-2.4,5.1,-9.7,-1.1,-1.6094,-0.36903,-23,-9.3,29.3
YBR068C,3.6376,5.3891,7.5121,5.627,-0.385,1.2528,3.7349,7.2421,0.4,-0.1542,-9.9,-5.1,-6.4,-2.8,-1.6094,-0.56354,-26,-9.1905,38
YEL015W,3.4965,3.9703,7.4122,4.2502,-0.027031,2.0541,1.4269,5.273,0.4,-1.9338,-6.3,-4.3,-6.2,-3.3,-1.6094,-0.61466,-19.4,-7.5222,40.2
YEL040W,2.7726,4.92,7.2471,5.9662,-0.12896,1.5686,3.6045,6.7326,0.41,-0.50484,-8.8,-8.8,-8.1,-0.2,-1.6094,-0.59131,-19.1,-8.9387,28.9
YER124C,3.6636,5.8777,7.4512,5.4827,-0.32858,1.4816,2.683,3.912,0.36,0.11947,6.5,-7.2,-7.1,-8.4,-1.6094,-0.67047,-17.9,-7.2036,42.1
YGL167C,5.9269,5.0814,7.9561,5.0666,-0.7091,2.0149,2.2833,6.0661,0.41,-2.0062,-0.4,-1.1,-0.4,-9.2,0.18232,-0.66121,-16.5,-8.5841,33.6
YDR236C,3.1781,4.6913,6.4877,3.6297,-0.34875,2.3224,0.98418,4.1325,0.35,-2.7076,-7.7,-7.7,-4,-4.9,-1.6094,-0.65039,-16.3,-8.78,31.5
YLL010C,5.4848,5.4553,7.1577,3.9771,-0.10544,1.6677,1.0947,4.8363,0.32,-1.4163,-9.5,-1.8,-8.8,4.8,-1.6094,-0.5549,-14,-6.7463,43.4
YJR077C,3.2189,5.5373,6.8416,5.5005,0.11709,2.3514,2.0615,6.5386,0.5,-1.6576,-7.4,-7.4,-6.9,-5.6,-1.6094,-0.32962,-19.7,-12.147,31.5
YDL112W,4.0073,4.6821,8.3689,4.4333,-0.62266,2.9285,-0.082591,4.879,0.38,-1.8951,-6.6,-3.6,-0.4,3.8,-1.6094,-0.57164,-14.2,-7.0651,31.6
YBR002C,2.7081,4.7449,6.7581,3.9735,-0.27714,1.2809,2.0109,5.7236,0.36,-1.6414,-9.5,-9.5,-4.6,-1.2,-1.6094,-0.47326,-15.7,-9.1222,35.2
YKL154W,4.382,4.1589,6.5999,4.5581,-0.12358,0.91629,2.3649,5.7699,0.4,-2.4604,-6.5,0.7,4.6,-2.2,-1.6094,-0.67242,-12.7,-7.2609,31.5
YLR121C,4.6347,4.9628,7.3311,2.5855,-0.25628,1.9021,1.3255,3.902,0.37,-1.3123,-8.1,-8.9,-0.8,-11.1,-1.6094,-0.29063,-22.1,-10.378,26.7
YML075C,4.3438,4.6913,8.0599,4.4347,-0.75062,1.7918,2.4254,5.7004,0.41,-2.1439,-2.9,-7.2,1.5,-2.6,-1.6094,-0.64042,-18.7,-8.3549,34.1
YBL033C,3.2958,4.2047,6.9451,3.8457,0.25366,1.6864,1.5996,5.955,0.34,-1.3963,3.6,3.6,-2.6,-6.6,-1.6094,-0.40556,-18.4,-11.324,33.1
YKL189W,4.3694,4.8978,7.0901,3.0194,-0.026721,2.2721,0.1773,4.0943,0.37,-2.87,-1.7,-10.1,-4.5,-1.9,-1.6094,-0.58171,-15.8,-7.4895,35.2
YKL094W,2.0794,4.4773,6.848,4.8029,-0.20684,2.5416,1.5603,5.5935,0.39,-1.3756,-5.8,-5.8,-1.2,3.9,-1.6094,-0.45229,-19.4,-9.8233,34.2
YER080W,2.9444,4.585,7.5412,4.8638,-0.21677,3.6136,0.30241,4.9393,0.43,-2.1559,-10.9,-10.9,-2,-6.4,-1.6094,-0.58313,-14.6,-6.7,28.8
YNL327W,3.091,4.7622,8.0475,5.5194,-0.11158,1.6487,2.2089,5.5772,0.36,0.35732,-2.4,-2.4,5.1,-4,-1.6094,-0.71122,-18.7,-7.1052,31.2
YBR279W,3.3322,4.7622,7.1989,4.3507,-0.079151,2.9178,0.60234,5.355,0.43,-1.6869,-8.5,-8.5,-3.3,-1.6,-1.6094,-0.55891,-12.3,-6.5395,33.2
YBR151W,4.9836,4.8598,6.8575,4.7538,-0.33332,1.6487,2.1565,5.0731,0.36,-2.0875,-4.7,-7.4,-10,-0.8,-1.6094,-0.63906,-14.2,-8.0433,29.2
YGL231C,2.9444,4.2341,6.3509,4.8934,0.20603,1.7228,2.8693,4.7999,0.36,-2.4418,-5.1,-5.1,-5.4,-0.4,-1.6094,-0.66595,-16.7,-7.6278,28.7
YDR297W,3.091,5.0876,6.9565,4.9419,-0.17278,1.3863,1.6618,5.5671,0.42,-0.96391,-4.2,-4.2,-6.4,-7.9,-1.6094,-0.40099,-15,-9.0576,35.5
YBL024W,3.1355,4.7791,7.628,5.1464,0.02142,1.5476,2.4489,6.7417,0.46,-1.2848,-2.7,-2.7,-2.3,-8.9,-1.6094,-0.66295,-16.1,-8.6522,30.1
YOR275C,1.9459,4.8828,7.5939,3.7533,-1.1937,2.3888,0.75161,4.4427,0.36,-2.601,-6.4,-6.4,-3.6,-5.4,-1.6094,-0.62098,-18.2,-7.26,35.7
YLL048C,2.9957,4.654,8.5144,5.0953,-1.0226,3.1485,1.352,5.79,0.41,-2.1253,-6.3,-6.3,3.6,3.2,-1.6094,-0.62376,-16.6,-7.4137,30.6
YNL264C,1.0986,4.9836,6.9594,4.1273,-0.18397,1.6487,1.9773,4.2244,0.39,-2.275,-8.6,-8.6,-2.2,-6.2,-1.6094,-0.56968,-17.9,-8.7912,39.5
YLR324W,4.2047,4.7095,7.3601,3.8924,-0.31281,2.9957,0.45687,4.1897,0.36,-2.7031,-2.5,-9.6,-7.4,6.8,-1.6094,-0.5077,-14.3,-9.2314,33.7
YFR010W,3.5553,4.4998,7.3132,4.8833,0.14424,3.6712,0.41137,4.382,0.43,-1.7087,-1.9,-7.6,-7.3,-1.4,-1.6094,-0.66176,-15.4,-7.3688,30.4
YNL048W,2.8904,4.5951,7.4067,3.9495,-0.4973,1.9021,1.2935,4.5053,0.39,-2.7031,-6.9,-6.9,-11,0,-1.6094,-0.59772,-12.6,-7.8717,37.7
YGL127C,3.2189,4.9488,5.9506,3.972,0.024927,1.7047,1.4608,4.9605,0.33,-2.0859,-4.6,-4.6,-2.5,-14.4,-1.6094,-0.25142,-16.4,-9.3818,35.1
YLR166C,3.5553,3.8067,7.8694,3.9574,-0.68288,3.7209,-0.51343,4.92,0.41,-2.837,-7.2,-7.5,2.9,-5.3,-1.6094,-0.6387,-14.5,-6.6023,38.7
YEL009C,6.3456,4.5539,6.7405,6.7958,-3.4722,2.4159,3.9415,4.5433,0.45,0.30976,-2.3,0,-8.2,-5.6,1.8245,-0.66606,-15.9,-8.547,33.2
YDR498C,3.5264,4.2905,7.0493,3.4657,-0.39443,1.9021,0.96883,4.1744,0.35,-1.9856,-9.9,-13.4,-5.7,2.1,-1.6094,-0.43869,-14.4,-7.6081,35.4
YKR055W,3.4965,5.7071,6.7754,3.1502,0.14826,1.4351,1.2883,3.9703,0.31,-3.0283,-7.5,-3.9,-5.9,0,-1.6094,-0.66139,-19.2,-7.8821,36.9
YDR211W,3.1355,5.1417,7.6681,5.0392,-0.48188,2.1041,1.9883,5.9489,0.43,-1.599,-5.3,-5.3,-12.6,-5.5,-1.6094,-0.61845,-16.6,-8.3271,29.3
YNL306W,3.1355,4.4998,6.4831,4.9871,-0.089478,1.9169,2.5962,3.8712,0.37,-2.1848,-1.7,-1.7,5.3,-5.5,-1.6094,-0.45652,-17.4,-9.725,30.3
YHR196W,2.0794,3.8712,7.4547,4.6344,-0.31575,0.87547,2.6308,6.083,0.42,-0.72155,-10.8,-10.8,-1.3,-1.4,-1.6094,-0.71438,-14.2,-7.2839,38.8
YML092C,2.9957,4.5951,6.6241,5.3985,0.34022,1.7228,3.1092,7.0862,0.37,-1.5455,1.8,1.8,-4.3,-4.2,-1.6094,-0.61155,-22,-10.492,31
YML025C,3.7136,4.6634,6.7581,3.7815,0.076953,1.6292,1.6856,5.052,0.4,-1.8189,7.1,-4,-5.6,-3.9,-1.6094,-0.57937,-14.4,-7.9,36.5
YLR100W,3.2958,4.3694,6.9508,5.4376,-0.028323,2.4159,2.2547,5.8712,0.38,-1.4309,-1.4,-1.4,-3.7,-13.1,0.18232,-0.39257,-16.9,-9.7788,32.8
YFR037C,1.6094,4.7707,7.423,4.8571,0.024721,1.8718,1.6898,6.0988,0.38,-0.84607,-10.1,-10.1,-5.5,-1.9,-1.6094,-0.30421,-20.9,-9.4852,31.8
YIL056W,4.7362,4.0073,7.5616,3.3721,-0.69041,2.0669,1.3818,4.8013,0.36,-1.9414,2.2,3.7,-3.2,0,-1.6094,-0.50226,-15.7,-7.6778,40.5
YJR052W,4.0943,4.0775,7.4372,3.2328,-0.58377,1.5686,1.2718,3.7612,0.36,-2.2538,-2,-2.1,-1.2,5.1,-1.6094,-0.60166,-13.6,-7.9491,35.3
YLR292C,2.5649,5.0173,6.3665,4.7405,0.30853,2.3514,1.9569,5.8777,0.38,-1.8585,-5.6,-5.6,-10.3,-8.6,-1.6094,-0.67593,-12.2,-7.4111,31.8
YKL020C,3.9512,4.1897,8.0861,3.702,-0.62105,2.8792,0.34987,3.7377,0.37,-1.7142,-10.1,-3.9,-2.2,0,-1.6094,-0.48139,-23.4,-7.4551,44.3
YAL007C,4.3041,4.9416,6.4739,5.3586,-0.013985,2.3125,2.1192,5.8693,0.44,-2.8018,-10.1,2.3,1.4,-4.7,-1.6094,-0.56528,-14.2,-7.515,25.3
YDL166C,3.4965,4.1271,6.3869,4.2966,0.57001,1.0296,2.583,5.7961,0.4,-1.604,-7,-7,-8.8,-1.8,-1.6094,-0.45659,-19,-10.506,32.2
YOL111C,3.8712,4.2627,6.4599,4.4257,0.53995,2.8034,0.71416,6.152,0.4,-1.9576,4.9,0.9,-9.2,-3.4,-1.6094,-0.32968,-15.1,-7.705,33.3
YOL144W,4.0431,4.0943,7.2828,3.3087,0.32834,1.6487,0.89352,4.4998,0.39,-2.0604,-5,-10.3,-6.2,-7.4,-1.6094,-0.5739,-13.5,-6.5255,37.2
YGL178W,4.625,6.463,7.8555,3.5272,-0.82119,3.9396,-0.70301,4.638,0.38,-2.9779,0.6,0,0,-1.7,-1.6094,-0.64283,-19.1,-6.0267,33.1
YJR112W,2.9444,6.4615,6.4069,3.6682,-0.23709,0.78846,1.1963,4.638,0.31,-1.8036,-7.8,-7.8,-7.6,-3.5,-1.6094,-0.28336,-15.9,-8.9421,39.5
YJR083C,2.8904,4.4543,6.8352,2.8724,0.17731,1.775,0.60343,4.529,0.34,-2.3056,-5.3,-5.3,0,-1.6,-1.6094,-0.63657,-11.5,-5.2,35.6
YBR263W,3.6889,4.2341,7.2951,5.8723,-0.098297,3.9945,0.64221,5.918,0.46,-1.751,-6,-0.7,-6.9,0.5,-1.6094,-0.46857,-17.6,-9.6583,38.2
YNR035C,3.4657,3.8067,6.9363,5.3127,0.13695,3.4436,1.1454,6.6205,0.44,-1.8734,-3.4,-5,-6.3,-1.5,-1.6094,-0.42122,-21.5,-8.9939,24.4
YGL246C,3.3322,4.7875,7.0596,3.9342,-0.26066,1.3083,1.6955,5.3455,0.38,-2.398,-7.8,-7.8,-6,-4.9,0.18232,-0.70159,-18.6,-8.4054,40.9
YEL017W,3.7136,4.4998,6.9217,4.1187,-0.029045,1.7228,0.95028,4.4998,0.35,-2.6255,-3.6,-1,-8.5,-6.2,-1.6094,-0.32927,-22.9,-8.6844,35.5
YGR003W,3.3322,5.4072,7.712,3.38,-0.68535,1.8563,0.92753,3.885,0.35,-2.6423,-1.4,-1.4,-4.6,-11.1,-1.6094,-0.62684,-18.6,-7.337,32.1
YDR517W,4.2905,4.625,7.0202,4.6927,-0.28747,2.6319,0.86558,5.5683,0.36,-1.598,-5.6,-7,-12.1,-3.9,-1.6094,-0.40168,-19,-10.931,34.1
YGL078C,4.4067,5.2417,7.3601,4.9235,0.16016,1.3863,2.716,6.3491,0.48,-1.4719,-0.2,-3.8,-4.4,-2,-1.6094,-0.63248,-14.3,-7.2549,12.2
YPL254W,5.4848,4.1897,7.291,3.9324,-0.46418,1.2809,1.3288,4.3737,0.35,-2.4675,-4.1,-9.5,-4,-2.8,-1.6094,-0.65918,-17.7,-7.9489,30.7
YCR094W,4.1431,5.5984,7.0699,4.2208,-0.34443,1.6864,1.7049,4.8149,0.37,-2.9546,-8.6,-6.8,-7,-5.3,-1.6094,-0.65263,-22.8,-8.1737,30.8
YJR075W,3.8918,5.2832,7.0825,5.0584,-0.21155,2.0541,1.8245,4.5182,0.4,-2.1884,-2.4,-1,-5.7,-10.5,-1.6094,-0.48258,-14.7,-8.3342,32.7
YPR124W,5.1475,5.4337,7.1074,5.8794,-0.024287,1.6677,1.1846,4.0943,0.34,-0.55792,-6.1,-1.8,-2.57,-4.9,1.1632,-0.47596,-21,-8.2949,25.7
YKR063C,1.6094,4.7274,7.3192,3.3087,-0.70307,1.5041,1.5267,3.7136,0.34,-2.1742,4.2,4.2,-8.6,-8.3,-1.6094,-0.61287,-19.8,-7.7571,33.1
YGR229C,5.6168,5.2523,7.3251,4.881,-0.18187,1.6094,2.474,6.0307,0.42,-0.87371,2.3,-2.3,3.2,-9.3,0.18232,-0.6541,-16.2,-7.9122,31.3
YKL069W,2.1972,3.4657,6.2971,4.5381,0.05432,2.5953,1.6351,5.2311,0.41,-2.3773,-5.5,-5.5,-2.2,-7.1,-1.6094,-0.5904,-12,-8.2659,28.7
YMR003W,3.7136,4.3041,6.3919,3.2992,-0.19682,0.47,1.3837,4.1744,0.35,-3.1845,5.5,-5.9,-3.6,3.2,-1.6094,-0.62418,-12.2,-6.5944,33.3
YKL092C,4.3175,4.8675,8.1062,3.4604,-1.0111,2.1972,0.17878,4.2627,0.36,-2.098,-7.7,-4.7,11.5,-4.7,-1.6094,-0.60526,-17.2,-7.0321,31.5
YLR260W,4.852,5.118,7.6324,3.5625,-0.70141,3.5752,-0.5558,3.8918,0.34,-1.9533,-4.5,-7.4,0.6,0,-1.6094,-0.58954,-16.8,-8.3254,38.2
YKL152C,3.091,4.9416,6.612,9.3377,0.27936,3.7519,4.7444,9.3511,0.65,0.74688,-1.9,-1.9,4.4,-5,-1.6094,-0.39773,-22.2,-11.243,28.9
YDL081C,1.9459,4.6821,5.7714,8.2399,0.30808,3.2847,3.0557,8.9523,0.65,-0.80229,-4,-4,-4.5,-3.8,0.18232,-0.50335,-27.2,-13.8,24.4
YMR138W,4.2047,4.1589,6.3561,3.1437,-0.22271,1.4351,1.7298,4.069,0.28,-2.4396,-3.6,-5.6,-8.5,-5.3,-1.6094,-0.45909,-13.3,-8.4167,32.2
YLR066W,3.2189,4.4998,6.319,5.0038,-0.037547,2.0281,2.3792,4.5145,0.4,-2.2926,8.6,8.6,-4.5,-6.3,-1.6094,-0.58534,-13.2,-6.9529,30.3
YMR038C,2.0794,4.8442,6.6201,5.3429,0.36796,2.5726,1.784,6.3762,0.39,-1.2215,-4.3,-4.3,0.7,-18,-1.6094,-0.31205,-20.1,-10.309,26.8
YJL066C,3.6109,5.273,6.632,3.6033,0.10094,3.0493,0.40561,3.9416,0.39,-1.9031,-1.5,-0.6,-9.7,0,-1.6094,-0.35986,-15.5,-10.05,38.7
YOR008C,5.3753,5.717,7.0361,4.407,-0.06186,2.3702,1.6376,5.7333,0.32,-1.497,-2,-6.9,-5.5,5,0.18232,-0.55435,-16.3,-7.9306,32
YIL157C,2.0794,5.193,6.3869,4.2794,0.20175,2.6027,1.7059,4.2195,0.41,-1.9929,-7.8,-7.8,-9,-15.7,-1.6094,-0.39476,-16.9,-9.8278,34.3
YPL151C,3.3673,4.3944,7.2123,3.5246,-0.75388,2.6247,0.089311,4.3944,0.32,-1.788,-6.7,-6.7,-6.2,-0.6,-1.6094,-0.62416,-16.6,-9.3477,38.9
YKL007W,3.3673,4.92,6.6933,4.8914,0.16542,1.9459,2.5572,5.7652,0.42,-2.1186,-5.8,-5.8,-16.6,1,-1.6094,-0.49192,-14.3,-7.732,32.5
YDR416W,4.1431,3.434,7.8555,3.276,-0.66008,1.5686,1.0623,4.0372,0.35,-1.9248,-7.3,-3,-4.9,-4.9,-1.6094,-0.65619,-19.1,-7.9798,32.5
YBL022C,4.7707,4.3307,8.1321,5.0603,-0.60149,3.9927,0.18067,5.1417,0.41,-2.945,-2.9,-12.5,-7.5,-4.1,-1.6094,-0.57268,-20,-8.3107,27.3
YPL215W,3.434,5.0752,6.9157,4.1176,-0.050086,1.5892,2.1065,5.4985,0.36,-1.481,-5.8,1,-10.6,-3.2,-1.6094,-0.68246,-14.4,-7.9906,40.6
YOL130W,4.2195,5.9162,7.8555,4.2462,-0.93348,2.1748,0.96077,4.3438,0.37,-1.2979,-4,-1.9,-4.1,-2,0.78846,-0.58902,-19.5,-9.0119,39.5
YLR051C,2.9957,4.6151,6.4831,4.2689,0.44723,1.5261,2.3664,5.1985,0.41,-1.0741,-3,-3,-10.1,3.2,-1.6094,-0.57966,-14.1,-7.08,32.4
YGR222W,1.3863,4.4308,6.7822,3.7767,-1.0313,1.9459,1.1357,3.989,0.32,-2.2405,-5.2,-5.2,5.1,-3.9,-1.6094,-0.52983,-19.8,-7.925,38
YIL022W,4.6913,5.3566,7.167,4.7155,-0.01625,1.6094,2.1666,6.5473,0.39,-0.81193,-5.8,-8.8,-8.5,-3.2,-1.6094,-0.34988,-18.5,-10.169,39.8
YDR440W,4.4659,4.3694,7.4668,3.4045,-0.67864,1.0296,0.93319,4.0775,0.36,-2.6912,-8.7,-12.5,-11.3,2.2,-1.6094,-0.58671,-14.2,-7.0123,30.5
YBR025C,3.5835,5.4467,7.0775,6.8073,0.15622,3.4782,2.0868,7.4685,0.57,-1.643,-3.3,-3.3,-6.6,-2.8,-1.6094,-0.6052,-16.2,-8.2079,30.2
YKL128C,2.6391,5.3519,6.789,4.9485,-0.23076,2.3795,1.6102,5.8768,0.37,-1.7165,-7,-7,-13.3,-7.4,-1.6094,-0.54027,-18.1,-10.254,32.8
YGL125W,4.9558,6.0845,7.4972,3.6457,-0.50458,2.0412,1.113,5.0541,0.42,-2.6367,7.86,-9.3,1.3,-3.5,-1.6094,-0.27271,-20.7,-10.866,17.4
YER116C,4.5951,5.8916,6.7154,3.2457,-0.25198,1.6677,1.2373,4.1109,0.36,-2.5863,-3.7,-4.4,-1.9,-2,-1.6094,-0.58252,-16.8,-7.9,9.3
YJR032W,3.1355,4.6151,7.075,4.094,0.098971,1.9315,1.3073,4.7791,0.42,-2.2009,-4,-4,-5.9,-4.8,-1.6094,-0.62225,-15.8,-7.7921,22.1
YGL012W,3.7136,4.654,7.2598,5.9272,-0.25206,2.0149,3.455,5.3706,0.42,-2.6146,-9.4,-2.8,0,-3.8,-1.6094,-0.37988,-15.9,-9.6174,28.7
YKR057W,2.9444,5.2883,5.5759,7.699,0.32012,3.0445,2.8706,8.2193,0.57,-0.70907,-5.6,-5.6,-8.5,-8.6,-1.6094,-0.5225,-12.7,-10.8,33.1
YFR004W,3.4012,4.4886,6.8255,5.1747,0.41565,2.1861,2.575,7.007,0.43,-1.1218,0,0,-0.4,-2.2,-1.6094,-0.5148,-17.8,-9.6759,28.7
YNL053W,3.6376,4.7791,7.293,3.3457,-0.76698,0.53063,2.0488,4.0943,0.31,-0.54784,-6.4,-5.7,-13.3,-4,0.18232,-0.53099,-16.7,-8.2072,35
YGR208W,3.9318,4.0943,6.8352,4.8387,0.090621,1.2809,2.7517,6.6762,0.42,-0.9975,-7.4,-5.2,0,-5.7,-1.6094,-0.52152,-19.3,-9.7552,32.8
YJL047C,4.2905,5.6168,7.8356,3.1493,-0.88443,2.4336,0.13628,3.922,0.34,-2.7615,-4.2,-0.5,-4.7,-14.4,0.18232,-0.52624,-14.4,-6.8881,30.6
YDL208W,2.9444,4.8363,6.1549,5.9676,0.37607,0.87547,4.3748,7.1727,0.54,-0.7655,-0.8,-0.8,-9.8,-4,-1.6094,-0.48278,-15.8,-9.0714,33.8
YJR132W,4.1109,5.1475,8.0542,4.3441,-0.59621,3.0253,0.18514,4.6587,0.39,-1.7407,-5.8,-7.7,-7.1,-0.6,-1.6094,-0.57216,-13.8,-7.7417,33.8
YNL111C,3.4012,5.4848,5.8944,5.1489,0.71554,0.74194,3.9962,5.1475,0.49,-1.2634,0,0,-5.6,-4.3,-1.6094,-0.66452,-13.3,-9.1636,35.4
YNR011C,2.1972,5.0562,7.8751,3.456,-0.65143,1.5476,0.92193,3.989,0.36,-2.5485,-5.3,-5.3,-6.6,-9.1,-1.6094,-0.64026,-21.3,-7.9651,33.7
YIL050W,4.3175,4.7791,6.7546,3.816,-0.24473,1.5261,1.5833,4.1589,0.35,-2.2986,-6.8,-4.8,-7.4,-7.1,0.18232,-0.56465,-14.4,-6.9722,32.7
YLR309C,2.9957,4.7274,7.9143,3.9712,-0.59604,4.0587,-0.94551,4.8416,0.4,-2.5929,-11.7,-11.7,-5.8,-11,-1.6094,-0.6136,-14.4,-5.8833,23.8
YDR308C,3.6889,4.6821,6.0474,4.3016,0.16382,1.1939,2.5505,4.2097,0.38,-2.4499,0,2.8,-4.8,-7.8,-1.6094,-0.58012,-9.2,-5.8692,33
YLR372W,4.9698,4.6151,6.9451,5.8662,-0.080848,1.775,2.8321,7.5018,0.5,-1.9892,-5.7,-7.9,-6.2,-4.8,0.78846,-0.49153,-16.4,-8.497,31.7
YBR234C,3.8067,4.1897,7.0519,5.2025,0.078903,4.086,0.50876,6.1366,0.41,-2.1473,-3.3,-5.7,-11,-7.7,-1.6094,-0.55139,-19.3,-10.311,32.6
YBR261C,3.6636,4.852,6.5497,4.763,0.11947,2.0281,1.771,4.9972,0.37,-1.6692,-1.1,-7.8,9.2,-6.2,-1.6094,-0.34595,-19.6,-11.695,32.4
YBR286W,2.5649,4.1744,7.3865,6.6123,-0.057581,3.4012,2.1676,3.9512,0.5,-0.78592,-12.3,-12.3,-3.9,0.4,-1.6094,-0.42718,-18.9,-8.9827,51.4
YHR144C,3.434,4.382,6.8448,3.9881,-0.38202,0.58779,1.9329,3.8395,0.37,-1.9547,-13.1,-13.1,-4.6,7.58,-1.6094,-0.65507,-19.7,-8.1933,30.6
YGR123C,3.4012,4.9972,7.3408,4.8298,-0.097325,1.5261,1.86,5.6276,0.41,-2.1663,2.6,2.6,4.4,0,-1.6094,-0.69102,-19.8,-8.586,37.9
YMR314W,3.7612,5.0562,6.5582,5.6255,0.045349,2.6741,1.8237,7.133,0.4,-1.3086,-2.7,-2.7,-10.4,-3.9,-1.6094,-0.47443,-16.6,-11.668,33.1
YPL118W,4.4543,4.585,6.9422,4.6649,-0.32131,2.2407,1.8815,4.5053,0.4,-1.6777,-7.5,-4.8,-3.7,2,-1.6094,-0.57332,-14.1,-8.2364,30.3
YNL132W,4.5109,4.4543,8.0618,4.9747,-0.32068,2.451,1.2004,4.1897,0.44,-0.99859,-3.7,7.3,9.1,-5.6,-1.6094,-0.64706,-15.8,-7.4221,39
YDL120W,4.382,5.0304,6.2634,4.7726,-0.035995,2.0281,2.1117,4.7215,0.33,-2.5692,-11.7,-3.9,-5.9,-6.5,-1.6094,-0.68529,-14.3,-9.575,33
YAL036C,3.434,5.2257,7.0121,4.993,0.17371,2.2083,1.0221,6.316,0.42,-2.2275,-4.2,-3.1,-4.3,-2.6,-1.6094,-0.46651,-18.5,-10.891,23.9
YDL065C,2.3026,3.1781,6.9363,4.0042,0.47264,2.0015,1.7861,5.1591,0.4,-1.4036,6.9,6.9,-5.8,-5.8,-1.6094,-0.64983,-14.9,-6.0212,27.4
YGL244W,4.0254,4.5109,7.4248,4.2038,0.58186,2.6101,0.83326,6.0194,0.44,-2.1161,0,5.7,-6.1,-6.5,-1.6094,-0.56465,-15,-6.5074,32.7
